_id,LocationType,Time,Season,OffendingAnimalLeashStatus,IncidentType,VictimType,FinancialYear,Count
1229,Footpath,9 am to Noon,Spring,Unknown,Harassment,Human,2022/23,2
1230,Footpath,9 am to Noon,Spring,Unknown,Harassment,Human,2023/24,2
1231,Footpath,9 am to Noon,Spring,Unknown,Harassment,Unknown,2018/19,3
1232,Footpath,9 am to Noon,Spring,Unknown,Harassment,Unknown,2019/20,2
1233,Footpath,9 am to Noon,Spring,Unknown,Harassment,Unknown,2021/22,1
1234,Footpath,9 am to Noon,Spring,Unknown,Harassment,Unknown,2023/24,2
1235,Footpath,9 am to Noon,Summer,No Leash,Attack,Animal,2018/19,2
1236,Footpath,9 am to Noon,Summer,No Leash,Attack,Animal,2019/20,2
1237,Footpath,9 am to Noon,Summer,No Leash,Attack,Animal,2020/21,10
1238,Footpath,9 am to Noon,Summer,No Leash,Attack,Animal,2021/22,2
1239,Footpath,9 am to Noon,Summer,No Leash,Attack,Animal,2022/23,5
1240,Footpath,9 am to Noon,Summer,No Leash,Attack,Animal,2023/24,4
1241,Footpath,9 am to Noon,Summer,No Leash,Attack,Both,2021/22,1
1242,Footpath,9 am to Noon,Summer,No Leash,Attack,Human,2018/19,1
1243,Footpath,9 am to Noon,Summer,No Leash,Attack,Human,2019/20,3
1244,Footpath,9 am to Noon,Summer,No Leash,Attack,Human,2020/21,2
1245,Footpath,9 am to Noon,Summer,No Leash,Attack,Human,2021/22,2
1246,Footpath,9 am to Noon,Summer,No Leash,Attack,Human,2022/23,2
1247,Footpath,9 am to Noon,Summer,No Leash,Attack,Human,2023/24,4
1248,Footpath,9 am to Noon,Summer,No Leash,Attack,Human,bef 30 Jun 2018,1
1249,Footpath,9 am to Noon,Summer,No Leash,Attack,Unknown,2018/19,3
1250,Footpath,9 am to Noon,Summer,No Leash,Attack,Unknown,2019/20,2
1251,Footpath,9 am to Noon,Summer,No Leash,Attack,Unknown,2020/21,1
1252,Footpath,9 am to Noon,Summer,No Leash,Attack,Unknown,2021/22,3
1253,Footpath,9 am to Noon,Summer,No Leash,Attack,Unknown,2022/23,5
1254,Footpath,9 am to Noon,Summer,No Leash,Attack,Unknown,2023/24,1
1255,Footpath,9 am to Noon,Summer,No Leash,Harassment,Animal,2020/21,2
1256,Footpath,9 am to Noon,Summer,No Leash,Harassment,Animal,2021/22,1
1257,Footpath,9 am to Noon,Summer,No Leash,Harassment,Animal,2022/23,4
1258,Footpath,9 am to Noon,Summer,No Leash,Harassment,Both,2022/23,1
1259,Footpath,9 am to Noon,Summer,No Leash,Harassment,Both,2023/24,1
1260,Footpath,9 am to Noon,Summer,No Leash,Harassment,Human,2019/20,2
1261,Footpath,9 am to Noon,Summer,No Leash,Harassment,Human,2020/21,1
1262,Footpath,9 am to Noon,Summer,No Leash,Harassment,Human,2021/22,2
1263,Footpath,9 am to Noon,Summer,No Leash,Harassment,Human,2022/23,2
1264,Footpath,9 am to Noon,Summer,No Leash,Harassment,Human,bef 30 Jun 2018,1
1265,Footpath,9 am to Noon,Summer,No Leash,Harassment,Unknown,2018/19,1
1266,Footpath,9 am to Noon,Summer,No Leash,Harassment,Unknown,2019/20,2
1267,Footpath,9 am to Noon,Summer,No Leash,Harassment,Unknown,2020/21,1
1268,Footpath,9 am to Noon,Summer,On a Leash,Attack,Animal,2018/19,1
1269,Footpath,9 am to Noon,Summer,On a Leash,Attack,Animal,2020/21,2
1270,Footpath,9 am to Noon,Summer,On a Leash,Attack,Animal,2022/23,1
1271,Footpath,9 am to Noon,Summer,On a Leash,Attack,Animal,2023/24,1
1272,Footpath,9 am to Noon,Summer,On a Leash,Attack,Animal,bef 30 Jun 2018,1
1273,Footpath,9 am to Noon,Summer,On a Leash,Attack,Human,2020/21,1
1274,Footpath,9 am to Noon,Summer,On a Leash,Attack,Human,2022/23,1
1275,Footpath,9 am to Noon,Summer,On a Leash,Attack,Human,2023/24,3
1276,Footpath,9 am to Noon,Summer,On a Leash,Attack,Unknown,2019/20,1
1277,Footpath,9 am to Noon,Summer,On a Leash,Attack,Unknown,2022/23,1
1278,Footpath,9 am to Noon,Summer,On a Leash,Harassment,Human,2018/19,1
1279,Footpath,9 am to Noon,Summer,On a Leash,Harassment,Unknown,2023/24,1
1280,Footpath,9 am to Noon,Summer,Unknown,Attack,Animal,2018/19,1
1281,Footpath,9 am to Noon,Summer,Unknown,Attack,Animal,2019/20,2
1282,Footpath,9 am to Noon,Summer,Unknown,Attack,Animal,2020/21,1
1283,Footpath,9 am to Noon,Summer,Unknown,Attack,Animal,2021/22,2
1284,Footpath,9 am to Noon,Summer,Unknown,Attack,Animal,2022/23,2
1285,Footpath,9 am to Noon,Summer,Unknown,Attack,Animal,2023/24,4
1286,Footpath,9 am to Noon,Summer,Unknown,Attack,Both,2023/24,1
1287,Footpath,9 am to Noon,Summer,Unknown,Attack,Human,2018/19,1
1288,Footpath,9 am to Noon,Summer,Unknown,Attack,Human,2020/21,2
1289,Footpath,9 am to Noon,Summer,Unknown,Attack,Human,2021/22,1
1290,Footpath,9 am to Noon,Summer,Unknown,Attack,Human,2022/23,1
1291,Footpath,9 am to Noon,Summer,Unknown,Attack,Human,2023/24,3
1292,Footpath,9 am to Noon,Summer,Unknown,Attack,Unknown,2020/21,1
1293,Footpath,9 am to Noon,Summer,Unknown,Attack,Unknown,2021/22,1
1294,Footpath,9 am to Noon,Summer,Unknown,Attack,Unknown,2022/23,3
1295,Footpath,9 am to Noon,Summer,Unknown,Attack,Unknown,2023/24,3
1296,Footpath,9 am to Noon,Summer,Unknown,Harassment,Animal,2018/19,2
1297,Footpath,9 am to Noon,Summer,Unknown,Harassment,Animal,2019/20,2
1298,Footpath,9 am to Noon,Summer,Unknown,Harassment,Animal,2021/22,1
1299,Footpath,9 am to Noon,Summer,Unknown,Harassment,Both,2020/21,1
1300,Footpath,9 am to Noon,Summer,Unknown,Harassment,Human,2019/20,1
1301,Footpath,9 am to Noon,Summer,Unknown,Harassment,Human,2020/21,1
1302,Footpath,9 am to Noon,Summer,Unknown,Harassment,Human,2021/22,2
1303,Footpath,9 am to Noon,Summer,Unknown,Harassment,Human,2022/23,2
1304,Footpath,9 am to Noon,Summer,Unknown,Harassment,Human,2023/24,3
1305,Footpath,9 am to Noon,Summer,Unknown,Harassment,Unknown,2019/20,3
1306,Footpath,9 am to Noon,Summer,Unknown,Harassment,Unknown,2020/21,2
1307,Footpath,9 am to Noon,Summer,Unknown,Harassment,Unknown,2021/22,2
1308,Footpath,9 am to Noon,Summer,Unknown,Harassment,Unknown,2022/23,1
1309,Footpath,9 am to Noon,Winter,No Leash,Attack,Animal,2018/19,6
1310,Footpath,9 am to Noon,Winter,No Leash,Attack,Animal,2019/20,8
1311,Footpath,9 am to Noon,Winter,No Leash,Attack,Animal,2020/21,4
1312,Footpath,9 am to Noon,Winter,No Leash,Attack,Animal,2021/22,11
1313,Footpath,9 am to Noon,Winter,No Leash,Attack,Animal,2022/23,9
1314,Footpath,9 am to Noon,Winter,No Leash,Attack,Animal,2023/24,3
1315,Footpath,9 am to Noon,Winter,No Leash,Attack,Animal,bef 30 Jun 2018,1
1316,Footpath,9 am to Noon,Winter,No Leash,Attack,Both,2019/20,1
1317,Footpath,9 am to Noon,Winter,No Leash,Attack,Both,2022/23,1
1318,Footpath,9 am to Noon,Winter,No Leash,Attack,Both,2023/24,2
1319,Footpath,9 am to Noon,Winter,No Leash,Attack,Human,2019/20,1
1320,Footpath,9 am to Noon,Winter,No Leash,Attack,Human,2020/21,2
1321,Footpath,9 am to Noon,Winter,No Leash,Attack,Human,2021/22,5
1322,Footpath,9 am to Noon,Winter,No Leash,Attack,Human,2022/23,3
1323,Footpath,9 am to Noon,Winter,No Leash,Attack,Human,2023/24,3
1324,Footpath,9 am to Noon,Winter,No Leash,Attack,Unknown,2019/20,2
1325,Footpath,9 am to Noon,Winter,No Leash,Attack,Unknown,2020/21,2
1326,Footpath,9 am to Noon,Winter,No Leash,Attack,Unknown,2021/22,2
1327,Footpath,9 am to Noon,Winter,No Leash,Attack,Unknown,2022/23,1
1328,Footpath,9 am to Noon,Winter,No Leash,Attack,Unknown,2023/24,3
1329,Footpath,9 am to Noon,Winter,No Leash,Harassment,Animal,2018/19,3
1330,Footpath,9 am to Noon,Winter,No Leash,Harassment,Animal,2019/20,2
1331,Footpath,9 am to Noon,Winter,No Leash,Harassment,Animal,2020/21,4
1332,Footpath,9 am to Noon,Winter,No Leash,Harassment,Animal,2021/22,4
1333,Footpath,9 am to Noon,Winter,No Leash,Harassment,Animal,2022/23,2
1334,Footpath,9 am to Noon,Winter,No Leash,Harassment,Animal,2023/24,1
1335,Footpath,9 am to Noon,Winter,No Leash,Harassment,Animal,bef 30 Jun 2018,1
1336,Footpath,9 am to Noon,Winter,No Leash,Harassment,Both,2020/21,1
1337,Footpath,9 am to Noon,Winter,No Leash,Harassment,Both,2022/23,1
1338,Footpath,9 am to Noon,Winter,No Leash,Harassment,Human,2018/19,3
1339,Footpath,9 am to Noon,Winter,No Leash,Harassment,Human,2019/20,5
1340,Footpath,9 am to Noon,Winter,No Leash,Harassment,Human,2020/21,6
1341,Footpath,9 am to Noon,Winter,No Leash,Harassment,Human,2021/22,2
1342,Footpath,9 am to Noon,Winter,No Leash,Harassment,Human,2022/23,3
1343,Footpath,9 am to Noon,Winter,No Leash,Harassment,Human,2023/24,1
1344,Footpath,9 am to Noon,Winter,No Leash,Harassment,Human,bef 30 Jun 2018,1
1345,Footpath,9 am to Noon,Winter,No Leash,Harassment,Unknown,2018/19,1
1346,Footpath,9 am to Noon,Winter,No Leash,Harassment,Unknown,2019/20,2
1347,Footpath,9 am to Noon,Winter,No Leash,Harassment,Unknown,2020/21,2
1348,Footpath,9 am to Noon,Winter,No Leash,Harassment,Unknown,2021/22,1
1349,Footpath,9 am to Noon,Winter,No Leash,Harassment,Unknown,2022/23,1
1350,Footpath,9 am to Noon,Winter,No Leash,Harassment,Unknown,2023/24,2
1351,Footpath,9 am to Noon,Winter,On a Leash,Attack,Animal,2019/20,1
1352,Footpath,9 am to Noon,Winter,On a Leash,Attack,Animal,2020/21,1
1353,Footpath,9 am to Noon,Winter,On a Leash,Attack,Animal,2021/22,2
1354,Footpath,9 am to Noon,Winter,On a Leash,Attack,Animal,2023/24,1
1355,Footpath,9 am to Noon,Winter,On a Leash,Attack,Both,2020/21,1
1356,Footpath,9 am to Noon,Winter,On a Leash,Attack,Human,2018/19,1
1357,Footpath,9 am to Noon,Winter,On a Leash,Attack,Human,2021/22,3
1358,Footpath,9 am to Noon,Winter,On a Leash,Attack,Human,2023/24,3
1359,Footpath,9 am to Noon,Winter,On a Leash,Attack,Unknown,2022/23,1
1360,Footpath,9 am to Noon,Winter,On a Leash,Harassment,Unknown,2020/21,1
1361,Footpath,9 am to Noon,Winter,On a Leash,Harassment,Unknown,2023/24,1
1362,Footpath,9 am to Noon,Winter,Unknown,Attack,Animal,2018/19,1
1363,Footpath,9 am to Noon,Winter,Unknown,Attack,Animal,2020/21,1
1364,Footpath,9 am to Noon,Winter,Unknown,Attack,Animal,2022/23,1
1365,Footpath,9 am to Noon,Winter,Unknown,Attack,Animal,2023/24,2
1366,Footpath,9 am to Noon,Winter,Unknown,Attack,Both,2020/21,1
1367,Footpath,9 am to Noon,Winter,Unknown,Attack,Human,2018/19,1
1368,Footpath,9 am to Noon,Winter,Unknown,Attack,Human,2019/20,1
1369,Footpath,9 am to Noon,Winter,Unknown,Attack,Human,2021/22,1
1370,Footpath,9 am to Noon,Winter,Unknown,Attack,Human,2022/23,2
1371,Footpath,9 am to Noon,Winter,Unknown,Attack,Unknown,2020/21,2
1372,Footpath,9 am to Noon,Winter,Unknown,Attack,Unknown,2021/22,3
1373,Footpath,9 am to Noon,Winter,Unknown,Attack,Unknown,bef 30 Jun 2018,1
1374,Footpath,9 am to Noon,Winter,Unknown,Harassment,Animal,2018/19,1
1375,Footpath,9 am to Noon,Winter,Unknown,Harassment,Animal,2019/20,2
1376,Footpath,9 am to Noon,Winter,Unknown,Harassment,Animal,2023/24,1
1377,Footpath,9 am to Noon,Winter,Unknown,Harassment,Both,2020/21,1
1378,Footpath,9 am to Noon,Winter,Unknown,Harassment,Human,2018/19,1
1379,Footpath,9 am to Noon,Winter,Unknown,Harassment,Human,2019/20,1
1380,Footpath,9 am to Noon,Winter,Unknown,Harassment,Human,2023/24,1
1381,Footpath,9 am to Noon,Winter,Unknown,Harassment,Human,bef 30 Jun 2018,1
1382,Footpath,9 am to Noon,Winter,Unknown,Harassment,Unknown,2019/20,2
1383,Footpath,9 am to Noon,Winter,Unknown,Harassment,Unknown,2021/22,4
1384,Footpath,9 am to Noon,Winter,Unknown,Harassment,Unknown,2022/23,1
1385,Footpath,9 am to Noon,Winter,Unknown,Harassment,Unknown,2023/24,2
1386,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2018/19,5
1387,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2019/20,12
1388,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2020/21,4
1389,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2021/22,4
1390,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2022/23,6
1391,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2023/24,2
1392,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Animal,bef 30 Jun 2018,2
1393,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Both,2018/19,2
1394,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Both,2019/20,2
1395,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Both,2022/23,1
1396,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Human,2018/19,3
1397,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Human,2019/20,4
1398,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Human,2020/21,7
1399,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Human,2021/22,3
1400,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Human,2022/23,6
1401,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Human,2023/24,2
1402,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Human,bef 30 Jun 2018,1
1403,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2018/19,2
1404,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2019/20,1
1405,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2020/21,3
1406,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2021/22,1
1407,Footpath,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2023/24,2
1408,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Animal,2019/20,5
1409,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Animal,2020/21,3
1410,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Animal,2021/22,5
1411,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Animal,2022/23,2
1412,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Animal,2023/24,1
1413,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Both,2018/19,2
1414,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2018/19,4
1415,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2019/20,3
1416,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2020/21,3
1417,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2021/22,4
1418,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2022/23,2
1419,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2023/24,1
1420,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Unknown,2019/20,4
1421,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Unknown,2021/22,5
1422,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Unknown,2022/23,1
1423,Footpath,Noon to 5 pm,Autumn,No Leash,Harassment,Unknown,2023/24,2
1424,Footpath,Noon to 5 pm,Autumn,On a Leash,Attack,Animal,2018/19,1
1425,Footpath,Noon to 5 pm,Autumn,On a Leash,Attack,Animal,2019/20,3
1426,Footpath,Noon to 5 pm,Autumn,On a Leash,Attack,Animal,2022/23,1
1427,Footpath,Noon to 5 pm,Autumn,On a Leash,Attack,Human,2019/20,1
1428,Footpath,Noon to 5 pm,Autumn,On a Leash,Attack,Human,2022/23,2
1429,Footpath,Noon to 5 pm,Autumn,On a Leash,Attack,Unknown,2023/24,1
1430,Footpath,Noon to 5 pm,Autumn,On a Leash,Harassment,Animal,2020/21,1
1431,Footpath,Noon to 5 pm,Autumn,On a Leash,Harassment,Animal,2021/22,1
1432,Footpath,Noon to 5 pm,Autumn,On a Leash,Harassment,Human,2018/19,2
1433,Footpath,Noon to 5 pm,Autumn,On a Leash,Harassment,Human,bef 30 Jun 2018,1
1434,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2018/19,2
1435,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2019/20,1
1436,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2020/21,2
1437,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2021/22,4
1438,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Animal,bef 30 Jun 2018,2
1439,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Both,2018/19,2
1440,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,2018/19,1
1441,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,2019/20,1
1442,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,2020/21,1
1443,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,2021/22,1
1444,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Human,2023/24,1
1445,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2018/19,1
1446,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2019/20,3
1447,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2020/21,5
1448,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2021/22,1
1449,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2022/23,3
1450,Footpath,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2023/24,2
1451,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,2019/20,1
1452,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,2020/21,1
1453,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,2021/22,2
1454,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Animal,2022/23,1
1455,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2018/19,2
1456,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2019/20,2
1457,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2020/21,1
1458,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2021/22,1
1459,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2018/19,1
1460,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2019/20,1
1461,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2020/21,1
1462,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2021/22,2
1463,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2022/23,2
1464,Footpath,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2023/24,1
1465,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,2018/19,6
1466,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,2019/20,5
1467,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,2020/21,12
1468,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,2021/22,6
1469,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,2022/23,5
1470,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,2023/24,2
1471,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Animal,bef 30 Jun 2018,1
1472,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Both,2018/19,1
1473,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Both,2020/21,1
1474,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Both,2023/24,1
1475,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,2018/19,1
1476,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,2019/20,1
1477,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,2020/21,2
1478,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,2021/22,4
1479,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,2022/23,6
1480,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Human,2023/24,4
1481,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2020/21,3
1482,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2021/22,4
1483,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2022/23,5
1484,Footpath,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2023/24,1
1485,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2018/19,3
1486,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2019/20,5
1487,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2020/21,2
1488,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2021/22,2
1489,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2022/23,4
1490,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2023/24,3
1491,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Both,2021/22,1
1492,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,2018/19,2
1493,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,2019/20,7
1494,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,2020/21,8
1495,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,2021/22,5
1496,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,2022/23,2
1497,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Human,2023/24,1
1498,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2018/19,1
1499,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2019/20,3
1500,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2020/21,1
1501,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2021/22,3
1502,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2022/23,2
1503,Footpath,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2023/24,4
1504,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Animal,2018/19,2
1505,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Animal,2019/20,1
1506,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Animal,2021/22,3
1507,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Animal,2022/23,1
1508,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Human,2018/19,1
1509,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Human,2021/22,4
1510,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Human,2022/23,2
1511,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Human,2023/24,1
1512,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Unknown,2019/20,2
1513,Footpath,Noon to 5 pm,Spring,On a Leash,Attack,Unknown,2021/22,2
1514,Footpath,Noon to 5 pm,Spring,On a Leash,Harassment,Animal,2023/24,1
1515,Footpath,Noon to 5 pm,Spring,On a Leash,Harassment,Human,2021/22,1
1516,Footpath,Noon to 5 pm,Spring,On a Leash,Harassment,Unknown,2021/22,1
1517,Footpath,Noon to 5 pm,Spring,On a Leash,Harassment,Unknown,2022/23,1
1518,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Animal,2018/19,3
1519,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Animal,2019/20,2
1520,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Animal,2020/21,2
1521,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Animal,2021/22,3
1522,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Animal,2022/23,2
1523,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Animal,2023/24,1
1524,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Both,2022/23,1
1525,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Human,2018/19,3
1526,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Human,2019/20,1
1527,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Human,2020/21,1
1528,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Human,2021/22,3
1529,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Human,2022/23,1
1530,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Human,2023/24,2
1531,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Human,bef 30 Jun 2018,1
1532,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2018/19,2
1533,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2020/21,3
1534,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2021/22,2
1535,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2022/23,3
1536,Footpath,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2023/24,3
1537,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Animal,2018/19,1
1538,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Animal,2019/20,2
1539,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Animal,2020/21,1
1540,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Both,2019/20,1
1541,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Both,2021/22,1
1542,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Both,bef 30 Jun 2018,1
1543,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Human,2018/19,1
1544,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Human,2020/21,1
1545,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Human,2021/22,1
1546,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Human,2022/23,1
1547,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Human,2023/24,1
1548,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2018/19,2
1549,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2019/20,1
1550,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2020/21,2
1551,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2021/22,2
1552,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2022/23,4
1553,Footpath,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2023/24,2
1554,Footpath,Noon to 5 pm,Summer,No Leash,Attack,Animal,2018/19,1
1555,Footpath,Noon to 5 pm,Summer,No Leash,Attack,Animal,2019/20,4
1556,Footpath,Noon to 5 pm,Summer,No Leash,Attack,Animal,2020/21,5
1557,Footpath,Noon to 5 pm,Summer,No Leash,Attack,Animal,2021/22,2
1558,Footpath,Noon to 5 pm,Summer,No Leash,Attack,Animal,2022/23,2
1559,Footpath,Noon to 5 pm,Summer,No Leash,Attack,Animal,2023/24,3
