"_id","LocationType","Time","Season","OffendingAnimalLeashStatus","IncidentType","VictimType","FinancialYear","Count","Date","YearExtracted","MonthExtracted"
521,"Footpath","5 pm to 8 pm","Autumn","On a Leash","Attack","Human","2019/20",2,2020-04-01,2020,4
522,"Footpath","5 pm to 8 pm","Autumn","On a Leash","Attack","Human","2020/21",1,2021-04-01,2021,4
523,"Footpath","5 pm to 8 pm","Autumn","On a Leash","Attack","Human","2022/23",1,2023-04-01,2023,4
524,"Footpath","5 pm to 8 pm","Autumn","On a Leash","Attack","Unknown","2020/21",1,2021-04-01,2021,4
525,"Footpath","5 pm to 8 pm","Autumn","On a Leash","Attack","Unknown","2021/22",1,2022-04-01,2022,4
526,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2018/19",2,2019-04-01,2019,4
527,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2019/20",3,2020-04-01,2020,4
528,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2020/21",2,2021-04-01,2021,4
529,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2021/22",2,2022-04-01,2022,4
530,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2022/23",1,2023-04-01,2023,4
531,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2023/24",3,2024-04-01,2024,4
532,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Both","2020/21",1,2021-04-01,2021,4
533,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Human","2018/19",1,2019-04-01,2019,4
534,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Human","2019/20",1,2020-04-01,2020,4
535,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Human","2021/22",2,2022-04-01,2022,4
536,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Human","2022/23",1,2023-04-01,2023,4
538,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Unknown","2018/19",1,2019-04-01,2019,4
539,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Unknown","2019/20",2,2020-04-01,2020,4
540,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Unknown","2021/22",1,2022-04-01,2022,4
541,"Footpath","5 pm to 8 pm","Autumn","Unknown","Attack","Unknown","2023/24",2,2024-04-01,2024,4
542,"Footpath","5 pm to 8 pm","Autumn","Unknown","Harassment","Human","2019/20",1,2020-04-01,2020,4
543,"Footpath","5 pm to 8 pm","Autumn","Unknown","Harassment","Human","2021/22",1,2022-04-01,2022,4
544,"Footpath","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2018/19",2,2019-04-01,2019,4
545,"Footpath","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2019/20",1,2020-04-01,2020,4
546,"Footpath","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2020/21",1,2021-04-01,2021,4
547,"Footpath","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2021/22",2,2022-04-01,2022,4
548,"Footpath","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2022/23",2,2023-04-01,2023,4
549,"Footpath","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2023/24",1,2024-04-01,2024,4
551,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2018/19",1,2018-10-01,2018,10
552,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2019/20",5,2019-10-01,2019,10
553,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2020/21",10,2020-10-01,2020,10
554,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2021/22",10,2021-10-01,2021,10
555,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2022/23",6,2022-10-01,2022,10
556,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2023/24",7,2023-10-01,2023,10
557,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Both","2020/21",2,2020-10-01,2020,10
558,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Both","2021/22",1,2021-10-01,2021,10
559,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Both","2022/23",1,2022-10-01,2022,10
560,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Both","2023/24",1,2023-10-01,2023,10
561,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Human","2018/19",1,2018-10-01,2018,10
562,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Human","2019/20",2,2019-10-01,2019,10
563,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Human","2020/21",3,2020-10-01,2020,10
564,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Human","2021/22",4,2021-10-01,2021,10
565,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Human","2022/23",5,2022-10-01,2022,10
566,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Human","2023/24",5,2023-10-01,2023,10
568,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Unknown","2019/20",4,2019-10-01,2019,10
569,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Unknown","2020/21",2,2020-10-01,2020,10
570,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Unknown","2021/22",1,2021-10-01,2021,10
571,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Unknown","2022/23",5,2022-10-01,2022,10
572,"Footpath","5 pm to 8 pm","Spring","No Leash","Attack","Unknown","2023/24",3,2023-10-01,2023,10
573,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2018/19",3,2018-10-01,2018,10
574,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2019/20",3,2019-10-01,2019,10
575,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2020/21",2,2020-10-01,2020,10
576,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2021/22",4,2021-10-01,2021,10
577,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2022/23",1,2022-10-01,2022,10
578,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2023/24",2,2023-10-01,2023,10
579,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Both","2021/22",1,2021-10-01,2021,10
580,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2018/19",1,2018-10-01,2018,10
581,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2019/20",1,2019-10-01,2019,10
582,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2020/21",1,2020-10-01,2020,10
583,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2021/22",2,2021-10-01,2021,10
584,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2023/24",1,2023-10-01,2023,10
585,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Unknown","2019/20",2,2019-10-01,2019,10
586,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Unknown","2021/22",1,2021-10-01,2021,10
587,"Footpath","5 pm to 8 pm","Spring","No Leash","Harassment","Unknown","2023/24",1,2023-10-01,2023,10
588,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Animal","2019/20",1,2019-10-01,2019,10
589,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Animal","2020/21",1,2020-10-01,2020,10
590,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Animal","2022/23",1,2022-10-01,2022,10
591,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Animal","2023/24",4,2023-10-01,2023,10
592,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Both","2018/19",1,2018-10-01,2018,10
593,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Human","2018/19",2,2018-10-01,2018,10
594,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Human","2020/21",2,2020-10-01,2020,10
595,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Human","2021/22",2,2021-10-01,2021,10
596,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Human","2022/23",2,2022-10-01,2022,10
597,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Human","2023/24",2,2023-10-01,2023,10
599,"Footpath","5 pm to 8 pm","Spring","On a Leash","Attack","Unknown","2023/24",1,2023-10-01,2023,10
600,"Footpath","5 pm to 8 pm","Spring","On a Leash","Harassment","Human","2021/22",1,2021-10-01,2021,10
601,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2018/19",4,2018-10-01,2018,10
602,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2020/21",2,2020-10-01,2020,10
603,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2021/22",1,2021-10-01,2021,10
604,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Both","2022/23",1,2022-10-01,2022,10
605,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Human","2019/20",1,2019-10-01,2019,10
606,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Human","2020/21",2,2020-10-01,2020,10
607,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Human","2021/22",2,2021-10-01,2021,10
608,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Human","2022/23",2,2022-10-01,2022,10
609,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Human","2023/24",1,2023-10-01,2023,10
610,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2020/21",2,2020-10-01,2020,10
611,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2021/22",1,2021-10-01,2021,10
612,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2022/23",3,2022-10-01,2022,10
613,"Footpath","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2023/24",1,2023-10-01,2023,10
614,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Animal","2019/20",1,2019-10-01,2019,10
615,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Animal","2020/21",1,2020-10-01,2020,10
616,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Human","2018/19",1,2018-10-01,2018,10
617,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Human","2019/20",1,2019-10-01,2019,10
618,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Human","2020/21",2,2020-10-01,2020,10
619,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Human","2023/24",1,2023-10-01,2023,10
620,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2018/19",1,2018-10-01,2018,10
621,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2019/20",3,2019-10-01,2019,10
622,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2021/22",1,2021-10-01,2021,10
623,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2022/23",2,2022-10-01,2022,10
624,"Footpath","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2023/24",1,2023-10-01,2023,10
625,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2018/19",5,2019-01-01,2019,1
626,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2019/20",4,2020-01-01,2020,1
627,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2020/21",12,2021-01-01,2021,1
628,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2021/22",3,2022-01-01,2022,1
629,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2022/23",6,2023-01-01,2023,1
630,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2023/24",6,2024-01-01,2024,1
631,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Both","2021/22",1,2022-01-01,2022,1
632,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Human","2019/20",2,2020-01-01,2020,1
633,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Human","2020/21",1,2021-01-01,2021,1
634,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Human","2021/22",2,2022-01-01,2022,1
635,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Human","2022/23",1,2023-01-01,2023,1
636,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Human","2023/24",2,2024-01-01,2024,1
638,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2019/20",1,2020-01-01,2020,1
639,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2020/21",1,2021-01-01,2021,1
640,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2021/22",4,2022-01-01,2022,1
641,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2022/23",2,2023-01-01,2023,1
642,"Footpath","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2023/24",4,2024-01-01,2024,1
643,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Animal","2019/20",3,2020-01-01,2020,1
644,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Animal","2020/21",1,2021-01-01,2021,1
645,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Animal","2021/22",2,2022-01-01,2022,1
646,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Animal","2022/23",1,2023-01-01,2023,1
647,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Animal","2023/24",3,2024-01-01,2024,1
648,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Human","2018/19",1,2019-01-01,2019,1
649,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Human","2020/21",2,2021-01-01,2021,1
650,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Human","2022/23",1,2023-01-01,2023,1
651,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Human","2023/24",1,2024-01-01,2024,1
653,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2018/19",1,2019-01-01,2019,1
654,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2020/21",1,2021-01-01,2021,1
655,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2021/22",2,2022-01-01,2022,1
656,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2022/23",4,2023-01-01,2023,1
657,"Footpath","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2023/24",1,2024-01-01,2024,1
658,"Footpath","5 pm to 8 pm","Summer","On a Leash","Attack","Animal","2018/19",4,2019-01-01,2019,1
659,"Footpath","5 pm to 8 pm","Summer","On a Leash","Attack","Animal","2020/21",1,2021-01-01,2021,1
660,"Footpath","5 pm to 8 pm","Summer","On a Leash","Attack","Animal","2023/24",1,2024-01-01,2024,1
661,"Footpath","5 pm to 8 pm","Summer","On a Leash","Attack","Human","2018/19",1,2019-01-01,2019,1
662,"Footpath","5 pm to 8 pm","Summer","On a Leash","Attack","Human","2021/22",1,2022-01-01,2022,1
663,"Footpath","5 pm to 8 pm","Summer","On a Leash","Attack","Human","2022/23",1,2023-01-01,2023,1
664,"Footpath","5 pm to 8 pm","Summer","On a Leash","Attack","Human","2023/24",1,2024-01-01,2024,1
665,"Footpath","5 pm to 8 pm","Summer","On a Leash","Attack","Unknown","2021/22",1,2022-01-01,2022,1
666,"Footpath","5 pm to 8 pm","Summer","On a Leash","Harassment","Animal","2018/19",1,2019-01-01,2019,1
667,"Footpath","5 pm to 8 pm","Summer","On a Leash","Harassment","Animal","2023/24",1,2024-01-01,2024,1
669,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2018/19",2,2019-01-01,2019,1
670,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2019/20",2,2020-01-01,2020,1
671,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2020/21",2,2021-01-01,2021,1
672,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2021/22",1,2022-01-01,2022,1
673,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2022/23",1,2023-01-01,2023,1
674,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2023/24",3,2024-01-01,2024,1
675,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Both","2018/19",1,2019-01-01,2019,1
676,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Human","2021/22",4,2022-01-01,2022,1
677,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Human","2022/23",2,2023-01-01,2023,1
678,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Human","2023/24",2,2024-01-01,2024,1
679,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2019/20",1,2020-01-01,2020,1
680,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2020/21",1,2021-01-01,2021,1
681,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2021/22",1,2022-01-01,2022,1
682,"Footpath","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2022/23",1,2023-01-01,2023,1
683,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2019/20",1,2020-01-01,2020,1
684,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2020/21",1,2021-01-01,2021,1
685,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2023/24",1,2024-01-01,2024,1
686,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Human","2019/20",1,2020-01-01,2020,1
687,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Human","2021/22",3,2022-01-01,2022,1
688,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Human","2022/23",1,2023-01-01,2023,1
689,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Human","2023/24",1,2024-01-01,2024,1
690,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Unknown","2020/21",2,2021-01-01,2021,1
691,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Unknown","2021/22",1,2022-01-01,2022,1
692,"Footpath","5 pm to 8 pm","Summer","Unknown","Harassment","Unknown","2022/23",2,2023-01-01,2023,1
693,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2018/19",3,2018-07-01,2018,7
694,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2019/20",2,2019-07-01,2019,7
695,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2020/21",5,2020-07-01,2020,7
696,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2021/22",7,2021-07-01,2021,7
697,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2022/23",3,2022-07-01,2022,7
698,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2023/24",4,2023-07-01,2023,7
700,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Both","2019/20",1,2019-07-01,2019,7
701,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Both","2020/21",1,2020-07-01,2020,7
702,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Both","2021/22",1,2021-07-01,2021,7
703,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Human","2018/19",3,2018-07-01,2018,7
704,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Human","2020/21",4,2020-07-01,2020,7
705,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Human","2021/22",1,2021-07-01,2021,7
706,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Human","2022/23",3,2022-07-01,2022,7
707,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Human","2023/24",1,2023-07-01,2023,7
708,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Unknown","2019/20",3,2019-07-01,2019,7
709,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Unknown","2020/21",1,2020-07-01,2020,7
710,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Unknown","2021/22",3,2021-07-01,2021,7
711,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Unknown","2022/23",2,2022-07-01,2022,7
712,"Footpath","5 pm to 8 pm","Winter","No Leash","Attack","Unknown","2023/24",3,2023-07-01,2023,7
714,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Animal","2018/19",1,2018-07-01,2018,7
715,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Animal","2019/20",1,2019-07-01,2019,7
716,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Animal","2020/21",2,2020-07-01,2020,7
717,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Animal","2021/22",1,2021-07-01,2021,7
718,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Animal","2022/23",1,2022-07-01,2022,7
720,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Human","2018/19",2,2018-07-01,2018,7
721,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Human","2019/20",3,2019-07-01,2019,7
722,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Human","2020/21",3,2020-07-01,2020,7
723,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Human","2021/22",2,2021-07-01,2021,7
724,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Unknown","2020/21",1,2020-07-01,2020,7
725,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Unknown","2022/23",3,2022-07-01,2022,7
726,"Footpath","5 pm to 8 pm","Winter","No Leash","Harassment","Unknown","2023/24",1,2023-07-01,2023,7
727,"Footpath","5 pm to 8 pm","Winter","On a Leash","Attack","Animal","2018/19",1,2018-07-01,2018,7
728,"Footpath","5 pm to 8 pm","Winter","On a Leash","Attack","Animal","2020/21",1,2020-07-01,2020,7
729,"Footpath","5 pm to 8 pm","Winter","On a Leash","Attack","Animal","2023/24",1,2023-07-01,2023,7
730,"Footpath","5 pm to 8 pm","Winter","On a Leash","Attack","Both","2018/19",1,2018-07-01,2018,7
731,"Footpath","5 pm to 8 pm","Winter","On a Leash","Attack","Human","2018/19",1,2018-07-01,2018,7
732,"Footpath","5 pm to 8 pm","Winter","On a Leash","Attack","Human","2019/20",2,2019-07-01,2019,7
733,"Footpath","5 pm to 8 pm","Winter","On a Leash","Attack","Human","2021/22",2,2021-07-01,2021,7
734,"Footpath","5 pm to 8 pm","Winter","On a Leash","Attack","Unknown","2021/22",1,2021-07-01,2021,7
735,"Footpath","5 pm to 8 pm","Winter","On a Leash","Attack","Unknown","2022/23",1,2022-07-01,2022,7
736,"Footpath","5 pm to 8 pm","Winter","On a Leash","Harassment","Animal","2018/19",1,2018-07-01,2018,7
737,"Footpath","5 pm to 8 pm","Winter","On a Leash","Harassment","Human","2021/22",1,2021-07-01,2021,7
738,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Animal","2019/20",2,2019-07-01,2019,7
739,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Animal","2020/21",1,2020-07-01,2020,7
740,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Animal","2021/22",1,2021-07-01,2021,7
741,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Animal","2022/23",1,2022-07-01,2022,7
742,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Both","2023/24",1,2023-07-01,2023,7
744,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Human","2018/19",2,2018-07-01,2018,7
745,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Human","2020/21",3,2020-07-01,2020,7
746,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Human","2021/22",1,2021-07-01,2021,7
747,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Human","2023/24",1,2023-07-01,2023,7
748,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2018/19",1,2018-07-01,2018,7
749,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2019/20",2,2019-07-01,2019,7
750,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2021/22",2,2021-07-01,2021,7
751,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2022/23",2,2022-07-01,2022,7
752,"Footpath","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2023/24",2,2023-07-01,2023,7
753,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Animal","2018/19",1,2018-07-01,2018,7
754,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Animal","2021/22",1,2021-07-01,2021,7
755,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Animal","2023/24",1,2023-07-01,2023,7
756,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Both","2020/21",1,2020-07-01,2020,7
757,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Human","2018/19",2,2018-07-01,2018,7
758,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Human","2020/21",1,2020-07-01,2020,7
759,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Human","2023/24",2,2023-07-01,2023,7
760,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Unknown","2019/20",1,2019-07-01,2019,7
761,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Unknown","2021/22",2,2021-07-01,2021,7
762,"Footpath","5 pm to 8 pm","Winter","Unknown","Harassment","Unknown","2023/24",1,2023-07-01,2023,7
763,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Animal","2018/19",2,2019-04-01,2019,4
764,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Animal","2019/20",2,2020-04-01,2020,4
765,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Animal","2020/21",2,2021-04-01,2021,4
766,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Animal","2021/22",2,2022-04-01,2022,4
767,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Animal","2022/23",2,2023-04-01,2023,4
768,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Animal","2023/24",1,2024-04-01,2024,4
770,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Human","2019/20",1,2020-04-01,2020,4
771,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Human","2020/21",1,2021-04-01,2021,4
772,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Human","2021/22",1,2022-04-01,2022,4
773,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Human","2022/23",2,2023-04-01,2023,4
775,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Unknown","2019/20",1,2020-04-01,2020,4
776,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Unknown","2021/22",3,2022-04-01,2022,4
777,"Footpath","6 am to 9 am","Autumn","No Leash","Attack","Unknown","2022/23",2,2023-04-01,2023,4
778,"Footpath","6 am to 9 am","Autumn","No Leash","Harassment","Animal","2018/19",1,2019-04-01,2019,4
779,"Footpath","6 am to 9 am","Autumn","No Leash","Harassment","Animal","2020/21",2,2021-04-01,2021,4
780,"Footpath","6 am to 9 am","Autumn","No Leash","Harassment","Animal","2021/22",2,2022-04-01,2022,4
781,"Footpath","6 am to 9 am","Autumn","No Leash","Harassment","Human","2018/19",7,2019-04-01,2019,4
782,"Footpath","6 am to 9 am","Autumn","No Leash","Harassment","Human","2019/20",2,2020-04-01,2020,4
783,"Footpath","6 am to 9 am","Autumn","No Leash","Harassment","Human","2020/21",1,2021-04-01,2021,4
784,"Footpath","6 am to 9 am","Autumn","No Leash","Harassment","Human","2021/22",1,2022-04-01,2022,4
