session_id,event_type,event_time,traffic_source,device_type
b48b2400-6209-4614-8443-7b1686e023c3,HP,2021-09-01T14:06:15.343Z,MOBILE,Android
b48b2400-6209-4614-8443-7b1686e023c3,ATC,2021-09-04T04:47:36.343Z,MOBILE,Android
b48b2400-6209-4614-8443-7b1686e023c3,SER,2021-09-04T04:53:36.343Z,MOBILE,Android
b48b2400-6209-4614-8443-7b1686e023c3,CL,2021-09-06T19:33:25.343Z,MOBILE,Android
b48b2400-6209-4614-8443-7b1686e023c3,SCR,2021-09-09T10:31:27.343Z,MOBILE,Android
b48b2400-6209-4614-8443-7b1686e023c3,HP,2021-09-12T01:17:22.343Z,MOBILE,Android
b48b2400-6209-4614-8443-7b1686e023c3,SER,2021-09-14T16:09:27.343Z,MOBILE,Android
b48b2400-6209-4614-8443-7b1686e023c3,CL,2021-09-17T06:50:50.343Z,MOBILE,Android
b48b2400-6209-4614-8443-7b1686e023c3,SER,2021-09-19T21:33:16.343Z,MOBILE,Android
8864eb8e-2547-4f3b-8c8a-2e3310e3d217,HP,2021-01-25T22:32:30.554Z,MOBILE,Android
8864eb8e-2547-4f3b-8c8a-2e3310e3d217,ATC,2021-01-26T01:36:14.554Z,MOBILE,Android
8864eb8e-2547-4f3b-8c8a-2e3310e3d217,ATC,2021-01-26T04:39:03.554Z,MOBILE,Android
8864eb8e-2547-4f3b-8c8a-2e3310e3d217,ATC,2021-01-26T07:41:24.554Z,MOBILE,Android
8864eb8e-2547-4f3b-8c8a-2e3310e3d217,SCR,2021-01-26T01:36:18.554Z,MOBILE,Android
8864eb8e-2547-4f3b-8c8a-2e3310e3d217,CL,2021-01-26T04:37:42.554Z,MOBILE,Android
8864eb8e-2547-4f3b-8c8a-2e3310e3d217,HP,2021-01-26T07:41:36.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,HP,2021-06-09T21:58:47.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,ATC,2021-06-09T23:52:52.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-09T23:54:12.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,HP,2021-06-10T01:46:45.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-10T05:34:10.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-10T09:16:37.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-10T11:09:38.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-10T13:02:32.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-10T14:56:56.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-10T16:48:28.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,HP,2021-06-10T18:42:24.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-10T20:36:02.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,HP,2021-06-10T22:30:56.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-11T00:25:51.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-11T02:18:39.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-11T04:11:59.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-11T07:59:48.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-11T09:52:11.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-11T11:45:25.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,HP,2021-06-11T13:37:05.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-11T15:30:56.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-11T17:24:57.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-11T19:19:33.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-11T21:13:30.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-12T01:01:32.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-12T06:38:34.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-12T08:32:04.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,HP,2021-06-12T10:24:52.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-12T12:18:27.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-12T14:11:04.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-12T16:04:32.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-12T17:56:38.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-12T19:47:12.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-12T21:41:35.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-12T23:34:00.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-13T01:25:15.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-13T03:18:17.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-13T05:12:19.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-13T07:07:08.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-13T10:55:45.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-13T12:48:26.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-13T14:40:45.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-13T16:32:56.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-13T18:23:50.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-13T22:09:01.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,HP,2021-06-14T01:56:17.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,HP,2021-06-14T03:48:33.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-14T05:41:22.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,HP,2021-06-14T07:35:37.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-14T09:30:39.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-14T11:23:00.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-14T15:10:29.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-14T17:03:14.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-14T20:47:53.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-14T22:41:03.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-15T00:35:49.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-15T02:29:45.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-15T04:22:11.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-15T06:15:52.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-15T08:08:50.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-15T10:03:07.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,VI,2021-06-10T03:40:01.554Z,MOBILE,Android
d1fe04c0-cd9c-4b1f-82ad-6a90255b2b63,SCR,2019-06-08T16:03:57.011Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SCR,2021-06-15T11:55:19.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,CL,2021-06-15T13:49:07.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,SER,2021-06-15T15:41:33.554Z,MOBILE,Android
667806e9-f17a-40f2-a947-10e0ba679f25,VP,2021-06-12T04:47:43.554Z,MOBILE,Android
8dd5b871-f2d8-4011-82ab-8c8dc136f32d,HP,2023-12-31T13:19:52.554Z,MOBILE,Android
8dd5b871-f2d8-4011-82ab-8c8dc136f32d,ATC,2023-12-31T22:26:11.554Z,MOBILE,Android
8dd5b871-f2d8-4011-82ab-8c8dc136f32d,SCR,2023-12-31T22:23:09.554Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,HP,2021-09-01T01:16:30.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,ATC,2021-09-01T13:36:48.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,HP,2021-09-01T13:36:56.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,CL,2021-09-02T01:58:02.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,ATC,2021-09-02T14:17:02.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,ATC,2021-09-04T03:08:12.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,CL,2021-09-04T15:26:44.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,SCR,2021-09-05T03:44:15.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,SER,2021-09-06T04:11:50.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,CL,2021-09-06T16:27:12.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,ATC,2021-09-07T04:50:27.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,HP,2021-09-07T17:03:43.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,ATC,2021-09-08T05:25:44.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,SCR,2021-09-09T06:06:27.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,HP,2021-09-09T18:19:41.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,SCR,2021-09-10T06:33:53.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,SCR,2021-09-10T18:47:44.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,ATC,2021-09-11T07:05:46.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,CL,2021-09-11T19:22:53.085Z,MOBILE,Android
794b3c38-2422-4ad4-be01-e002f9363fec,CL,2021-09-13T08:18:29.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,HP,2021-09-29T19:54:51.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,ATC,2021-09-30T08:05:39.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,AP,2021-09-30T20:14:14.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,SCR,2021-09-30T08:05:02.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,SCR,2021-09-30T20:13:45.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,SCR,2021-10-01T08:18:03.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,CL,2021-10-01T20:29:57.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,SER,2021-10-02T08:37:00.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,SER,2021-10-03T20:54:55.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SCR,2021-12-06T16:32:00.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,HP,2021-12-03T16:37:11.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,ATC,2021-12-03T19:38:39.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,ATC,2021-12-03T22:39:59.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,ATC,2021-12-03T19:37:28.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SCR,2021-12-03T22:37:12.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,ATC,2021-12-04T01:35:50.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,CL,2021-12-04T04:38:35.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,CL,2021-12-04T07:35:38.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SCR,2021-12-04T10:33:55.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,CL,2021-12-04T16:27:37.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,ATC,2021-12-04T19:27:13.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SCR,2021-12-04T22:27:08.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SER,2021-12-05T01:26:06.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,ATC,2021-12-05T04:25:02.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,CL,2021-12-05T07:24:35.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,ATC,2021-12-05T10:24:11.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SCR,2021-12-05T13:24:35.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SCR,2021-12-05T22:24:12.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,HP,2021-12-06T01:26:25.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,CL,2021-12-06T04:27:23.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SER,2021-12-06T07:29:39.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,CL,2021-12-06T10:30:31.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SER,2021-12-06T13:29:58.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,ATC,2021-12-06T19:28:33.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SCR,2021-12-06T22:28:59.085Z,MOBILE,Android
e73e3eaf-a573-41b1-abfb-4bf7b9761436,SCR,2021-12-07T01:29:24.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,VI,2021-10-02T20:44:01.085Z,MOBILE,Android
155ce6ef-b63a-46a7-9826-c778811c0672,VI,2021-10-03T08:51:22.085Z,MOBILE,Android
617788b5-98d7-4298-b5ed-3148c234facf,HP,2023-09-25T09:42:38.576Z,MOBILE,Android
617788b5-98d7-4298-b5ed-3148c234facf,ATC,2023-09-26T21:59:50.576Z,MOBILE,Android
617788b5-98d7-4298-b5ed-3148c234facf,CL,2023-09-26T22:11:35.576Z,MOBILE,Android
617788b5-98d7-4298-b5ed-3148c234facf,CL,2023-09-28T10:17:43.576Z,MOBILE,Android
2be2c406-4fe3-455a-9c12-14d7286f218c,HP,2023-12-05T04:15:56.377Z,MOBILE,Android
2be2c406-4fe3-455a-9c12-14d7286f218c,ATC,2023-12-05T06:41:38.377Z,MOBILE,Android
2be2c406-4fe3-455a-9c12-14d7286f218c,SCR,2023-12-05T06:42:45.377Z,MOBILE,Android
2be2c406-4fe3-455a-9c12-14d7286f218c,SCR,2023-12-05T09:13:53.377Z,MOBILE,Android
2be2c406-4fe3-455a-9c12-14d7286f218c,CL,2023-12-05T11:41:04.377Z,MOBILE,Android
2be2c406-4fe3-455a-9c12-14d7286f218c,SCR,2023-12-05T14:05:53.377Z,MOBILE,Android
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,HP,2021-02-07T08:15:39.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,ATC,2021-02-20T11:53:39.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,CL,2021-02-20T12:17:40.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,HP,2021-03-22T05:48:27.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,HP,2021-03-29T03:50:46.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,HP,2021-04-01T14:55:38.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,HP,2021-04-05T01:52:54.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,CL,2021-04-08T13:09:33.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,SCR,2021-04-15T11:26:19.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,HP,2021-04-22T09:32:52.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,HP,2021-04-25T20:49:07.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,VI,2021-03-25T16:42:59.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,VI,2021-04-12T00:19:59.031Z,MOBILE,iOS
b9af27b3-fa16-4baf-b93c-8e281d89c8e9,VI,2021-04-18T22:28:37.031Z,MOBILE,iOS
5e2f9306-77d9-4eec-8be9-db41ea8d0250,HP,2022-01-28T17:05:18.364Z,MOBILE,Android
5e2f9306-77d9-4eec-8be9-db41ea8d0250,ATC,2022-01-29T08:14:37.364Z,MOBILE,Android
5e2f9306-77d9-4eec-8be9-db41ea8d0250,CL,2022-01-29T08:15:51.364Z,MOBILE,Android
5e2f9306-77d9-4eec-8be9-db41ea8d0250,CL,2022-01-30T14:38:50.364Z,MOBILE,Android
5e2f9306-77d9-4eec-8be9-db41ea8d0250,SCR,2022-01-31T05:47:17.364Z,MOBILE,Android
5e2f9306-77d9-4eec-8be9-db41ea8d0250,HP,2022-01-31T20:55:30.364Z,MOBILE,Android
5e2f9306-77d9-4eec-8be9-db41ea8d0250,CL,2022-02-02T03:10:13.364Z,MOBILE,Android
5e2f9306-77d9-4eec-8be9-db41ea8d0250,CL,2022-02-02T18:22:42.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,HP,2022-05-24T00:14:02.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,ATC,2022-05-24T02:24:32.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,AP,2022-05-24T04:33:33.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-05-24T02:26:07.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-05-24T04:37:15.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,CL,2022-05-24T06:48:37.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SER,2022-05-24T08:56:20.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,CL,2022-05-24T11:09:36.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,HP,2022-05-24T13:17:23.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,HP,2022-05-24T15:28:42.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,CL,2022-05-24T17:40:15.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-05-24T19:50:38.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-05-26T06:00:16.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-05-27T09:32:05.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-05-28T13:02:24.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-05-29T16:50:24.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,CL,2022-05-30T20:27:30.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,HP,2022-06-03T07:25:48.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,CL,2022-06-04T11:11:03.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,HP,2022-06-05T14:48:08.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,HP,2022-06-07T22:11:45.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-06-09T01:46:58.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-06-10T05:26:25.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,HP,2022-06-11T09:06:30.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SER,2022-06-12T12:41:25.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,HP,2022-06-13T16:18:16.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,CL,2022-06-15T23:29:01.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-06-17T03:07:16.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,SCR,2022-06-18T06:43:54.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,HP,2022-06-21T17:25:45.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,VP,2022-06-14T20:02:32.364Z,MOBILE,Android
5e2f9306-77d9-4eec-8be9-db41ea8d0250,VI,2022-01-29T23:23:32.364Z,MOBILE,Android
5e2f9306-77d9-4eec-8be9-db41ea8d0250,VI,2022-02-01T12:00:33.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,VI,2022-06-01T00:06:57.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,VI,2022-06-02T03:39:35.364Z,MOBILE,Android
429568c5-cef9-4c9c-8c6f-8b578f44b643,VI,2022-06-06T18:31:08.364Z,MOBILE,Android
cda35098-4613-46d8-a232-09e662bd6190,HP,2023-04-12T04:24:21.081Z,MOBILE,Android
cda35098-4613-46d8-a232-09e662bd6190,ATC,2023-04-16T07:19:00.081Z,MOBILE,Android
cda35098-4613-46d8-a232-09e662bd6190,ATC,2023-04-20T10:02:14.081Z,MOBILE,Android
cda35098-4613-46d8-a232-09e662bd6190,ATC,2023-04-24T12:42:28.081Z,MOBILE,Android
cda35098-4613-46d8-a232-09e662bd6190,ATC,2023-04-28T15:24:46.081Z,MOBILE,Android
cda35098-4613-46d8-a232-09e662bd6190,ATC,2023-05-02T18:10:53.081Z,MOBILE,Android
cda35098-4613-46d8-a232-09e662bd6190,AP,2023-05-06T20:55:15.081Z,MOBILE,Android
cda35098-4613-46d8-a232-09e662bd6190,CL,2023-04-16T07:01:35.081Z,MOBILE,Android
f0a69a0d-6802-471e-b38d-07ce7e26cc7e,HP,2021-11-26T07:09:37.335Z,MOBILE,iOS
f0a69a0d-6802-471e-b38d-07ce7e26cc7e,ATC,2021-11-29T09:08:32.335Z,MOBILE,iOS
f0a69a0d-6802-471e-b38d-07ce7e26cc7e,ATC,2021-12-02T11:07:21.335Z,MOBILE,iOS
f0a69a0d-6802-471e-b38d-07ce7e26cc7e,ATC,2021-12-05T13:15:22.335Z,MOBILE,iOS
f0a69a0d-6802-471e-b38d-07ce7e26cc7e,ATC,2021-12-08T15:07:45.335Z,MOBILE,iOS
f0a69a0d-6802-471e-b38d-07ce7e26cc7e,CL,2021-11-29T09:09:04.335Z,MOBILE,iOS
e406c61e-495a-4a5c-b158-9e5895251d33,HP,2022-06-30T17:40:20.335Z,MOBILE,iOS
e406c61e-495a-4a5c-b158-9e5895251d33,ATC,2022-07-01T00:08:57.335Z,MOBILE,iOS
e406c61e-495a-4a5c-b158-9e5895251d33,SCR,2022-07-01T00:04:04.335Z,MOBILE,iOS
e406c61e-495a-4a5c-b158-9e5895251d33,CL,2022-07-01T06:31:07.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,HP,2023-03-07T06:04:41.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,ATC,2023-03-07T08:45:49.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,AP,2023-03-07T11:28:42.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,ATC,2023-03-07T08:45:51.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,CL,2023-03-07T14:12:05.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,CL,2023-03-07T16:55:41.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,SCR,2023-03-07T22:19:14.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,ATC,2023-03-08T01:02:51.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,ATC,2023-03-08T06:25:53.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,HP,2023-03-08T09:06:32.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,CL,2023-03-08T11:46:13.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,CL,2023-03-08T14:32:21.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,HP,2023-03-10T01:09:33.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,HP,2023-03-12T06:23:03.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,VI,2023-03-07T11:28:05.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,VI,2023-03-07T19:36:34.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,VI,2023-03-08T03:43:59.335Z,MOBILE,iOS
9704ab4e-a463-42d4-a53a-1e7d9855b4ab,VI,2023-03-11T03:43:27.335Z,MOBILE,iOS
220b4e66-9a20-43dc-a3cf-fc331cf1f556,HP,2022-06-05T10:48:38.371Z,MOBILE,Android
